,user,word,description
18,5,ведмідь,"Лісоїдні всеїдні, які люблять мед, можуть лазити по деревах і мають велику силу"
19,5,олень,Рогата лісова тварина
20,5,страус,"Птах, який відкладає великі яйця і ховає голову в пісок"
21,5,курка,Задумлива птиця
22,5,пінгвін,"Птахи, що населяють холодні регіони. Плаває, але не літає"
23,5,сова,Нічні птахи харчуються гризунами і можуть обертати голову на 360 градусів
24,5,лебідь,"Білий птах, символ любові. У мене в юності були сірі пір’я"
25,5,морквина,Подовжений апельсиновий овоч з любов’ю
26,5,яблуко,"Дуже популярний круглий плід, який може рости в різних кліматичних умовах, і залежно від сорту для підтвердження його зрілості можна використовувати різні кольори"
27,5,банан,"Тропічні фрукти з жовтою дугою, ростуть на пальмах"
28,5,картопля,Спільна білоруська національна сільськогосподарська рослина з круглими плодами на коренях
29,5,лимон,Жовтий цитрусовий фрукт
30,6,кінь,Тварини використовували для перевезення вугілля в шахтах (замість ручної праці) в середині ХІХ століття
31,6,зебра,"Тварина з цікавим чорно-білим смугастим забарвленням, на відміну від коней, яким людина рідко користується"
32,6,корова,"Домашня тварина, зі шкіри якої роблять дуже привабливу підлогу"
33,6,ведмідь,Диких хижих тварин з різними кольорами шкіри люди іноді приручають для виступу на цирковій сцені
34,6,олень,Дика тварина з великими рогами. На півночі їх використовують для витягування саней та перевезення Санти
35,6,страус,"Великий птах, який не вміє літати, але біжить дуже швидко, іноді використовується для верхової їзди"
36,6,курка,"Свійська птиця майже не вміє літати, не видає писку, в основному використовується для їжі людини"
37,6,пінгвін,"Нелітаючий птах, але вміє добре плавати і пірнати, пересуваючись по суші перевізником"
38,6,сова,"Мудрий птах, який керує нічним життям, з великими очима, харчується гризунами і майже не приручається"
39,6,лебідь,"Птах з довгою шиєю поєднує в собі дві стихії повітря і води. Це птах життя (білий), а також може представляти смерть (чорний)"
40,6,морквина,"Овочева рослина, в основному використовується в їжу, багата кератином, іноді використовується як ніс сніговика"
41,6,яблуко,"Плоди, переважно круглі, з різними кольорами та розмірами, деякі є ""забороненими фруктами"""
42,6,банан,"Один з найпопулярніших і корисних фруктів, його форма, розмір і колір дуже цікаві"
43,6,картопля,"Корінь, який в основному використовується в їжу, дуже багатий крохмалем і росте в різних розмірах. Листя цього чагарника дуже люблять колорадського жука"
44,6,лимон,"Жовті плоди, багаті вітаміном С, приємного смаку, але дуже кислих, можна вирощувати в домашніх умовах"
45,7,кінь,Тварини у взутті мають великі зуби.
46,7,зебра,Кінь у чорно-білих смугах.
47,7,корова,"Їжте траву, сіно і робіть велике молоко."
48,7,ведмідь,Великий хижак з великими кігтями.
49,7,олень,"Травоїдний з великими скрученими рогами, він живе в дикій природі."
50,7,страус,"Птах, що швидко біжить, має довгі ноги і шию."
51,7,курка,"Домашня птиця, м’ясо якої найчастіше вживають."
52,7,пінгвін,"Птах, який не літає, але має крила."
53,7,сова,"Ніч, великі очі, карі."
54,7,лебідь,"Потворні каченята можуть літати, мати жовті купюри і перебувають удвох."
55,7,морквина,"Довгастий апельсиновий овоч, який росте під землею."
56,7,яблуко,"Зелений, червоний або жовтий, з круглим виглядом, що сприяє зміцненню імунітету."
57,7,банан,"Жовтий, довгастий плід, солодкий і вм'ятий."
58,7,картопля,Бобові рослини з пророслими кільцями ростуть на землі.
59,7,лимон,Терпкі фрукти часто додають у чай для оздоровлення.
120,1,кінь,Тварина катається на сідлі
121,2,кінь,"Основна тварина, що використовується як кавалерія"
122,3,кінь,"Так само, як зебра, жодних кольорових смужок"
123,1,зебра,"Чорно-білі тварини, цю назву ще називають дорожніми знаками"
124,2,зебра,Дикий смугастий кінь
125,3,зебра,"Популярна тварина в зоопарку, схожа на чорно-білого коня"
126,1,корова,"Тварини, що живуть на фермі, годують молоком та телятами"
127,2,корова,"Пальці пальців копитні, домашні тварини, яких годують молоком, іноді чорно-білим або коричневим"
128,3,корова,"Корова-бик, що забезпечує молоком."
129,1,ведмідь,"Дуже небезпечні великі тварини, що мешкають у лісі"
130,2,ведмідь,"Небезпечна тварина, іноді біла або коричнева"
131,3,ведмідь,"Небезпечна тварина, пухнаста, сильні кігті, великі кігті"
132,1,олень,Красиві тварини з великими рогами
133,2,олень,Тварина схожа на коня з красивими великими рогами
134,3,олень,"Тварина, яка живе в лісі, самці мають роги"
135,1,страус,Швидкий птах з стегном і довгою шиєю
136,2,страус,"Птах сильний, з довгою шиєю і маленькою головою."
137,3,страус,"Цей птах має довгу шию, низькорослі крила і міцні ноги"
138,1,курка,"Домашня птиця, продукцією якої є яйця"
139,2,курка,Птах відкладає яйця
140,3,курка,"Птахи, вирощені на фермі"
141,1,пінгвін,"Птахи, всі члени цієї родини плавають і пірнають"
142,2,пінгвін,"Нелітаючий птах, який живе на полюсі холоду"
143,3,пінгвін,Темно-синій або чорний птах з білуватим животом і не літає
144,1,сова,Цей птах є символом мудрості в багатьох країнах
145,2,сова,"Птахи, які можуть повернути голову на 360 градусів і не спати вночі"
146,3,сова,Великоокі нічні птахи полювання вночі
147,1,лебідь,Елегантний білий птах з довгою шиєю. Герой твору - гидке каченя
148,2,лебідь,"Білий птах з довгою шиєю, що плаває в озері"
149,3,лебідь,Цей птах є символом любові
150,1,морквина,"Є помаранчеві овочі, вирощені під землею з великою верхівкою"
151,2,морквина,Заєць їсть помаранчевий овоч у мультфільмі
152,3,морквина,Вирощені під землею апельсинові овочі мають зелені пагони
153,1,яблуко,"Зовнішній вигляд плодів - червоні, зелені та жовті кулясті плоди, діаметром 5-13 см"
154,2,яблуко,Круглі фрукти з кісточками всередині
155,3,яблуко,Популярні плоди на деревах мають різне забарвлення
156,1,банан,"Жовтий прямокутний плід, дуже популярний серед мавп"
157,2,банан,"Плоди бувають різних сортів і типів, зазвичай довгі та жовті з шкіркою"
158,3,банан,"Тропічні фрукти, що ростуть на пальмах"
159,1,картопля,"Овочі, які можна смажити у фритюрі та готувати для приготування дерунів або пюре"
160,2,картопля,"Овочі, вирощені під землею, мають тонку шкірку і їх можна смажити"
161,3,картопля,Бульба цього овоча є важливою їжею. Можна готувати в мундирі
162,1,лимон,Кислувато-жовті цитрусові
163,2,лимон,"Фрукти, виготовлені з лимонного соку або додані в чай"
164,3,лимон,"Плід цитрусовий, з жовто-кислим смаком"
