,user,word,description
76,9,зебра,"Парнокопитна тварина, дика, має чорно-білі смуги"
77,9,корова,"Парнокопитна, рогата, велика, тварина, одомашнена, дає молоко"
78,9,ведмідь,"Дика всеїдна тварина, може жити в лісі і мати коричневе хутро або на північному полюсі і мат біле хутро"
79,9,олень,"Парнокопитна дика тварина, має унікальні великі красиві роги які скидає раз на рік, використовує їх для битви з іншими самцями свого виду"
80,9,страус,Ховає голову в пісок
81,9,курка,"Домашня птиця, несе яйця"
82,9,пінгвін,"Чорно-біла птиця, живе на південному полюсі"
83,9,сова,"Дика хижа нічна птиця, може повертати голову на 360 градусів, полює на мишей та інших мілких тваринок"
84,9,лебідь,"Зазвичай біла птиця, з довгою шиєю, часто ж символом кохання"
85,9,морквина,"Овоч помаранчевого кольору, довгий, росте в землі"
86,9,яблуко,"Фрукт, росте на деревах, дозріває вкінці літа, популярний сорт цього фрукта голден"
87,9,банан,"Жовтий довгий фрукт, привозиться з теплих країн"
88,9,картопля,Традиційний овоч Білорусії
89,9,лимон,"Кислий фрукт, жовтий, невеликого розміру"
90,10,кінь,Тварина яку використовують для пересування. На нього одягають сідло або запрягають в карету.
91,10,зебра,"Тварина яке схоже на коня, але має білі і чорні смужки. Часто можна побачити в зоопарку."
92,10,корова,"велика тварина, яку тримають для отримання молока. Має біле забарвлення з чорними плямами."
93,10,ведмідь,"Велика небезпечна тварина, що живе в лісі. Любить мед."
94,10,олень,"Тварина, мешкає в лісі, має гарні великі роги."
95,10,страус,"великий птах, що не вміє літати, але може швидко бігати. Часто можна бачити в зоопарку."
96,10,курка,Птах який тримають на фермі для виробництва яєць і м'яса.
97,10,пінгвін,Птах що не вміє літати. Має чорно-біле забарвлення. Живе в холодному кліматі.
98,10,сова,"Птах що живе в лісі. Спить днем, вночі полює."
99,10,лебідь,Красивий птах білого кольору. Має довгу шию. Часто можна бачити в зоопарку.
100,10,морквина,Довгий овоч помаранчевого кольору. Зростає в землі. Його люблять зайчики.
101,10,яблуко,Один з найвідоміших фруктів. Зростає на деревах. Зазвичай червоного або зеленого кольору.
102,10,банан,"Довгий фрукт жовтого кольору, який дуже люблять мавпи. Має шкірку."
103,10,картопля,"Овоч, що росте в землі. Коричневого кольору. З нього роблять пюре."
104,10,лимон,"Цитрус, жовтого кольору. Кислий і містить багато вітамін. Часто додають в чай."
105,11,кінь,"тварина, супутник людини, засіб пересування і тяглова сила і помічник в сільгосп роботах і грізна військова сила"
106,11,зебра,"Дикий африканський смугастий (чорний, зі світло-жовтим) кінь."
107,11,корова,"Домашня молочна тварина, самка великої рогатої худоби, а також деяких інших рогатих тварин"
108,11,ведмідь,Великий хижий ссавець тварина з довгою шерстю і товстими ногами.
109,11,олень,Жуйний парнокопитний ссавець з гіллястими рогами.
110,11,страус,Найбільший бігучий (нелетючий) птах жарких країн з красивим оперенням.
111,11,курка,"Домашня птиця, самка півня."
112,11,пінгвін,"Південна полярна птиця з короткими крилами яка вміє плавати, але не літає."
113,11,сова,Хижий нічний птах з великими очима і гачкуватим дзьобом
114,11,лебідь,Велика водоплавна птиця з довгою зігнутою шиєю.
115,11,морквина,"Городня рослина, овоч з їстівним солодкуватим помаранчевим потовщеним коренем."
116,11,яблуко,"соковитий плід, який вживається в їжу в свіжому вигляді, є сировиною в кулінарії і для приготування напоїв."
117,11,банан,"фрукт з шкіркою. Колір шкірки може бути: жовтий, червоний, зелений або сріблястий. Що стосується м'якоті, то її забарвлення може бути білий, жовтий, кремовий або помаранчевий"
118,11,картопля,"Рід овоча, рослина з їстівними бульбами, багатими крохмалем"
119,11,лимон,ароматний цитрус з твердою шкіркою і кислої на смак м'якоттю.
120,1,кінь,На цю тварину надягають сідло і їздять верхи
121,2,кінь,Використовується в якості основної тварини кавалерії
122,3,кінь,Як зебра тільки без кольорових смуг
123,1,зебра,"Чорно біла тварина, цією назвою також називають розмітку на дорозі"
124,2,зебра,Дикий кінь в смужку
125,3,зебра,"Популярна тварина в зоопарку, схожа на чорно білого коня"
126,1,корова,Тварина що мешкає на фермі дає молоко і телят
127,2,корова,"Парнокопитна, домашня тварина, дає молоко, буває чорно біла або коричнева"
128,3,корова,"Самка великої рогатої худоби - бика, дає молоко."
129,1,ведмідь,"Дуже небезпечна велика тварина, живе в лісу"
130,2,ведмідь,"Небезпечна тварина, буває білим або бурим"
131,3,ведмідь,Небезпечна тварина з густою шерстю і міцними лапами з великими кігтями
132,1,олень,Граціозна тварина з великими рогами
133,2,олень,Тварина схожа на коня з великими гарними рогами
134,3,олень,"Тварина яка живе в лісі, у самців є роги"
135,1,страус,Швидкий птах з великими ногами і довгою шиєю
136,2,страус,"Птах, що має міцну статуру, довгу шию і невелику голову."
137,3,страус,"Цей птах відрізняється довгою шиєю, слабко розвиненими крилами та сильними ногами"
138,1,курка,"Свійська птиця, продукт якої яйця"
139,2,курка,Птах що дає яйця
140,3,курка,"Птах, вирощується на фермі"
141,1,пінгвін,"Птах, всі представники цього сімейства добре плавають і пірнають"
142,2,пінгвін,Нелітаючий птах що живе на холодних полюсах
143,3,пінгвін,"Темно синя або чорна птиця з білим животом, не літає"
144,1,сова,Цей птах є символом мудрості у багатьох народів
145,2,сова,Птах що може повертати голову на триста шістдесят градусів і не спить вночі
146,3,сова,"Нічний птах з великими очима, полює вночі"
147,1,лебідь,"Граціозний білий птах з довгою шиєю, герой твору бридке каченя"
148,2,лебідь,Білий птах з довгою шиєю що плаває в озерах
149,3,лебідь,Цей птах це символ любові
150,1,морквина,"Помаранчевий овоч росте в землі, має велику бадилля зверху"
151,2,морквина,Помаранчевий овоч який в мультиках їдять зайці
152,3,морквина,Овоч Помаранчевого кольору росте в землі має зелену гичку
153,1,яблуко,"Фрукт має вигляд червоних, зелених і жовтих кулястих плодів 5-13 см в діаметрі"
154,2,яблуко,Круглий фрукт з кісточками всередині
155,3,яблуко,Популярний фрукт росте на деревах буває різних кольорів
156,1,банан,"Жовтий довгастий фрукт, його дуже люблять мавпи"
157,2,банан,"Фрукт буває різних сортів і видів, найчастіше довгий і жовтий з шкіркою"
158,3,банан,Тропічний фрукт росте на пальмах
159,1,картопля,"Овоч який можна смажити, варити, робити з нього деруни або пюре"
160,2,картопля,"Овоч, що росте в землі, має тонку шкірку, можна смажити"
161,3,картопля,Бульби цього овоча є важливим харчовим продуктом. Можна готувати в мундирі
162,1,лимон,Кислий круглий жовтий цитрус
163,2,лимон,Фрукт з якого роблять лимонад або додають в чай
164,3,лимон,"Фрукт відноситься до сімейства цитрусових, має жовтий колір і кислий смак"
